District,Area,Rooms,Building,Owner,Full_price
Wola,56.0,3.0,apartamentowiec,biuro nieruchomości,4800.0
Wilanów,186.8,5.0,apartamentowiec,biuro nieruchomości,13000.0
Wola,43.0,2.0,blok,biuro nieruchomości,3800.0
Śródmieście,110.0,3.0,apartamentowiec,biuro nieruchomości,16500.0
Wilanów,55.77,4.0,apartamentowiec,biuro nieruchomości,5900.0
Wilanów,225.0,5.0,apartamentowiec,biuro nieruchomości,28000.0
Mokotów,38.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Żoliborz,90.0,3.0,kamienica,biuro nieruchomości,7000.0
Ochota,95.0,4.0,kamienica,biuro nieruchomości,7500.0
Śródmieście,165.0,4.0,apartamentowiec,biuro nieruchomości,39430.0
Mokotów,127.0,3.0,apartamentowiec,biuro nieruchomości,9500.0
Wola,106.41,1.0,apartamentowiec,biuro nieruchomości,12770.0
Wilanów,235.32,6.0,apartamentowiec,biuro nieruchomości,31500.0
Wola,43.0,2.0,dom wolnostojący,biuro nieruchomości,5050.0
Praga-Północ,41.0,1.0,apartamentowiec,biuro nieruchomości,3800.0
Mokotów,120.0,3.0,apartamentowiec,biuro nieruchomości,9500.0
Białołęka,40.0,2.0,blok,biuro nieruchomości,2200.0
Mokotów,25.0,1.0,szeregowiec,biuro nieruchomości,3280.0
Wola,40.0,2.0,blok,biuro nieruchomości,3600.0
Mokotów,30.0,2.0,blok,prywatny,3300.0
Mokotów,140.0,4.0,apartamentowiec,biuro nieruchomości,13000.0
Śródmieście,55.0,3.0,kamienica,biuro nieruchomości,7700.0
Śródmieście,128.0,4.0,apartamentowiec,biuro nieruchomości,18000.0
Mokotów,50.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Wola,41.0,2.0,dom wolnostojący,biuro nieruchomości,5900.0
Mokotów,54.19,2.0,apartamentowiec,biuro nieruchomości,5200.0
Śródmieście,57.0,2.0,blok,biuro nieruchomości,5800.0
Bemowo,57.0,2.0,blok,biuro nieruchomości,3570.0
Wola,54.0,2.0,apartamentowiec,biuro nieruchomości,7550.0
Śródmieście,60.0,3.0,apartamentowiec,biuro nieruchomości,9000.0
Ursynów,55.0,2.0,blok,biuro nieruchomości,4000.0
Śródmieście,55.0,2.0,kamienica,biuro nieruchomości,6500.0
Ursynów,46.8,2.0,blok,biuro nieruchomości,2700.0
Praga-Południe,49.0,2.0,blok,biuro nieruchomości,2700.0
Śródmieście,100.0,2.0,kamienica,biuro nieruchomości,8000.0
Ursus,58.1,2.0,blok,biuro nieruchomości,3300.0
Wilanów,63.74,3.0,apartamentowiec,biuro nieruchomości,6400.0
Wilanów,80.0,4.0,dom wolnostojący,biuro nieruchomości,9000.0
Włochy,48.0,3.0,blok,biuro nieruchomości,5500.0
Białołęka,32.0,1.0,blok,biuro nieruchomości,2800.0
Wola,52.0,2.0,apartamentowiec,biuro nieruchomości,4300.0
Śródmieście,91.0,2.0,kamienica,biuro nieruchomości,6500.0
Wola,34.0,2.0,apartamentowiec,biuro nieruchomości,6050.0
Mokotów,78.0,3.0,apartamentowiec,biuro nieruchomości,8500.0
Bemowo,69.0,3.0,apartamentowiec,prywatny,5950.0
Ochota,52.0,2.0,apartamentowiec,biuro nieruchomości,3850.0
Ursynów,75.6,3.0,blok,biuro nieruchomości,5000.0
Białołęka,58.0,2.0,blok,biuro nieruchomości,2900.0
Bielany,104.0,4.0,apartamentowiec,biuro nieruchomości,6200.0
Wola,50.0,2.0,blok,biuro nieruchomości,4500.0
Ochota,50.0,2.0,blok,biuro nieruchomości,4500.0
Praga-Południe,55.0,2.0,apartamentowiec,biuro nieruchomości,3300.0
Śródmieście,50.0,2.0,kamienica,biuro nieruchomości,4100.0
Praga-Północ,31.0,1.0,apartamentowiec,biuro nieruchomości,4040.0
Bemowo,48.0,2.0,blok,biuro nieruchomości,3200.0
Wola,43.4,2.0,blok,biuro nieruchomości,3500.0
Praga-Północ,66.83,3.0,apartamentowiec,biuro nieruchomości,6410.0
Mokotów,37.0,2.0,blok,biuro nieruchomości,4680.0
Śródmieście,30.0,1.0,kamienica,biuro nieruchomości,2400.0
Wola,28.0,1.0,blok,biuro nieruchomości,2400.0
Mokotów,90.0,3.0,apartamentowiec,biuro nieruchomości,9000.0
Śródmieście,95.0,3.0,apartamentowiec,biuro nieruchomości,8000.0
Wola,46.0,3.0,blok,biuro nieruchomości,2850.0
Wilanów,78.0,3.0,kamienica,biuro nieruchomości,8500.0
Mokotów,69.0,3.0,apartamentowiec,biuro nieruchomości,7900.0
Wilanów,30.0,1.0,apartamentowiec,biuro nieruchomości,3000.0
Mokotów,102.0,4.0,apartamentowiec,biuro nieruchomości,12000.0
Mokotów,54.0,2.0,apartamentowiec,prywatny,5223.0
Bielany,35.0,2.0,blok,prywatny,2940.0
Wilanów,56.85,2.0,apartamentowiec,biuro nieruchomości,4001.0
Wola,38.0,2.0,blok,biuro nieruchomości,4400.0
Śródmieście,40.0,2.0,kamienica,biuro nieruchomości,3200.0
Mokotów,78.8,4.0,blok,biuro nieruchomości,6000.0
Bielany,51.0,3.0,blok,biuro nieruchomości,4000.0
Praga-Północ,27.0,1.0,kamienica,biuro nieruchomości,2900.0
Praga-Południe,59.0,3.0,blok,biuro nieruchomości,3500.0
Wola,89.0,3.0,apartamentowiec,biuro nieruchomości,8860.0
Śródmieście,120.0,3.0,kamienica,biuro nieruchomości,16400.0
Wilanów,175.0,4.0,apartamentowiec,biuro nieruchomości,26900.0
Śródmieście,175.0,6.0,kamienica,biuro nieruchomości,17000.0
Wola,36.0,2.0,apartamentowiec,biuro nieruchomości,5780.0
Targówek,103.0,4.0,dom wolnostojący,biuro nieruchomości,6900.0
Śródmieście,53.0,2.0,apartamentowiec,biuro nieruchomości,6000.0
Śródmieście,120.0,3.0,apartamentowiec,biuro nieruchomości,6500.0
Śródmieście,51.0,2.0,kamienica,biuro nieruchomości,6000.0
Wilanów,57.8,2.0,apartamentowiec,biuro nieruchomości,6000.0
Mokotów,140.0,3.0,apartamentowiec,biuro nieruchomości,15000.0
Śródmieście,120.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Włochy,17.29,1.0,apartamentowiec,prywatny,2200.0
Mokotów,138.0,4.0,apartamentowiec,biuro nieruchomości,16700.0
Wola,66.75,2.0,kamienica,biuro nieruchomości,5200.0
Praga-Południe,47.0,3.0,blok,biuro nieruchomości,3700.0
Mokotów,57.0,2.0,apartamentowiec,biuro nieruchomości,5589.0
Mokotów,107.0,4.0,apartamentowiec,biuro nieruchomości,13500.0
Śródmieście,54.0,2.0,kamienica,biuro nieruchomości,6390.0
Żoliborz,60.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,47.93,2.0,blok,biuro nieruchomości,4599.0
Mokotów,71.0,3.0,apartamentowiec,biuro nieruchomości,7000.0
Śródmieście,110.0,3.0,kamienica,biuro nieruchomości,15000.0
Bielany,80.0,3.0,apartamentowiec,biuro nieruchomości,6253.0
Ochota,57.0,2.0,blok,biuro nieruchomości,3000.0
Praga-Południe,126.0,4.0,kamienica,biuro nieruchomości,12500.0
Mokotów,90.0,4.0,dom wolnostojący,biuro nieruchomości,5000.0
Wilanów,78.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Mokotów,102.0,4.0,apartamentowiec,biuro nieruchomości,8550.0
Wola,50.0,2.0,blok,biuro nieruchomości,13000.0
Wilanów,77.0,3.0,apartamentowiec,biuro nieruchomości,6700.0
Mokotów,41.0,2.0,blok,prywatny,4501.0
Włochy,39.0,2.0,apartamentowiec,prywatny,4000.0
Ursynów,50.0,2.0,blok,biuro nieruchomości,3151.0
Śródmieście,100.0,3.0,apartamentowiec,biuro nieruchomości,6000.0
Śródmieście,35.0,1.0,blok,biuro nieruchomości,2400.0
Wilanów,37.48,1.0,apartamentowiec,biuro nieruchomości,3000.0
Śródmieście,51.2,2.0,kamienica,biuro nieruchomości,3600.0
Mokotów,146.0,4.0,dom wolnostojący,biuro nieruchomości,16000.0
Wola,33.0,2.0,blok,biuro nieruchomości,3700.0
Wilanów,92.0,3.0,apartamentowiec,biuro nieruchomości,7000.0
Praga-Północ,41.34,2.0,apartamentowiec,biuro nieruchomości,3500.0
Mokotów,48.0,3.0,blok,biuro nieruchomości,3000.0
Wola,38.4,2.0,blok,biuro nieruchomości,3400.0
Śródmieście,70.0,2.0,kamienica,biuro nieruchomości,6800.0
Śródmieście,40.0,2.0,blok,biuro nieruchomości,3500.0
Bemowo,85.0,4.0,blok,biuro nieruchomości,4600.0
Mokotów,55.0,2.0,apartamentowiec,biuro nieruchomości,2800.0
Żoliborz,72.0,4.0,kamienica,biuro nieruchomości,3800.0
Wilanów,61.5,2.0,apartamentowiec,biuro nieruchomości,4500.0
Wola,48.0,2.0,blok,biuro nieruchomości,4850.0
Bielany,72.0,3.0,dom wolnostojący,biuro nieruchomości,5400.0
Praga-Południe,30.0,1.0,blok,prywatny,3550.0
Włochy,45.0,2.0,apartamentowiec,prywatny,4050.0
Włochy,56.33,3.0,apartamentowiec,prywatny,5652.39
Wilanów,65.0,3.0,apartamentowiec,biuro nieruchomości,7000.0
Żoliborz,85.0,3.0,kamienica,biuro nieruchomości,6800.0
Śródmieście,43.0,3.0,blok,biuro nieruchomości,4700.0
Ochota,78.0,3.0,blok,biuro nieruchomości,6000.0
Ursynów,100.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Wilanów,143.88,4.0,apartamentowiec,biuro nieruchomości,18500.0
Praga-Północ,33.0,2.0,apartamentowiec,biuro nieruchomości,2700.0
Włochy,90.0,3.0,dom wolnostojący,biuro nieruchomości,4500.0
Śródmieście,120.0,4.0,kamienica,biuro nieruchomości,12500.0
Mokotów,230.0,5.0,kamienica,biuro nieruchomości,19000.0
Ursus,70.0,3.0,blok,biuro nieruchomości,4550.0
Mokotów,200.0,9.0,dom wolnostojący,biuro nieruchomości,18000.0
Mokotów,255.0,5.0,apartamentowiec,biuro nieruchomości,20500.0
Mokotów,52.0,2.0,apartamentowiec,biuro nieruchomości,6500.0
Wola,42.0,2.0,blok,biuro nieruchomości,4399.0
Wola,36.0,2.0,blok,biuro nieruchomości,4600.0
Ochota,231.0,5.0,blok,biuro nieruchomości,12500.0
Bemowo,63.0,2.0,blok,biuro nieruchomości,3736.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,9800.0
Śródmieście,57.34,3.0,kamienica,biuro nieruchomości,2950.0
Ochota,35.0,1.0,blok,biuro nieruchomości,2900.0
Śródmieście,218.17,4.0,apartamentowiec,biuro nieruchomości,32200.0
Śródmieście,39.0,2.0,blok,prywatny,3750.0
Bemowo,36.0,1.0,apartamentowiec,prywatny,3300.0
Ursus,35.0,2.0,blok,prywatny,3300.0
Śródmieście,40.0,2.0,blok,biuro nieruchomości,4000.0
Mokotów,43.0,2.0,kamienica,biuro nieruchomości,2700.0
Śródmieście,100.0,2.0,apartamentowiec,biuro nieruchomości,26000.0
Śródmieście,162.0,6.0,kamienica,biuro nieruchomości,18480.0
Śródmieście,120.0,3.0,kamienica,biuro nieruchomości,16400.0
Śródmieście,94.0,3.0,apartamentowiec,biuro nieruchomości,15500.0
Śródmieście,115.71,3.0,kamienica,biuro nieruchomości,6870.0
Śródmieście,94.0,3.0,apartamentowiec,biuro nieruchomości,15500.0
Ursus,35.0,2.0,apartamentowiec,biuro nieruchomości,2700.0
Ochota,150.0,5.0,apartamentowiec,biuro nieruchomości,30000.0
Śródmieście,90.0,3.0,apartamentowiec,biuro nieruchomości,16000.0
Białołęka,48.0,3.0,apartamentowiec,biuro nieruchomości,3350.0
Żoliborz,95.0,3.0,kamienica,biuro nieruchomości,7000.0
Śródmieście,100.0,3.0,kamienica,biuro nieruchomości,8588.0
Śródmieście,161.2,3.0,apartamentowiec,biuro nieruchomości,40000.0
Wilanów,128.0,4.0,apartamentowiec,biuro nieruchomości,6200.0
Ursynów,40.0,2.0,blok,biuro nieruchomości,3500.0
Wilanów,205.0,5.0,szeregowiec,biuro nieruchomości,17700.0
Śródmieście,62.0,2.0,kamienica,biuro nieruchomości,5000.0
Wilanów,70.59,4.0,blok,biuro nieruchomości,6900.0
Mokotów,27.0,1.0,apartamentowiec,biuro nieruchomości,2900.0
Śródmieście,120.0,3.0,kamienica,biuro nieruchomości,16400.0
Białołęka,81.87,3.0,blok,biuro nieruchomości,5295.49
Śródmieście,66.0,3.0,blok,biuro nieruchomości,6000.0
Bielany,70.0,3.0,blok,biuro nieruchomości,6000.0
Rembertów,65.0,3.0,blok,biuro nieruchomości,3000.0
Śródmieście,52.0,2.0,apartamentowiec,biuro nieruchomości,5001.0
Wilanów,112.0,3.0,apartamentowiec,prywatny,9500.0
Mokotów,36.0,1.0,blok,prywatny,3160.0
Praga-Południe,54.5,3.0,blok,prywatny,4100.0
Mokotów,102.7,4.0,apartamentowiec,biuro nieruchomości,12000.0
Mokotów,51.0,2.0,apartamentowiec,biuro nieruchomości,4150.0
Śródmieście,238.0,5.0,apartamentowiec,biuro nieruchomości,59000.0
Mokotów,58.0,3.0,blok,biuro nieruchomości,3900.0
Śródmieście,37.0,2.0,blok,biuro nieruchomości,4250.0
Bielany,79.0,4.0,apartamentowiec,biuro nieruchomości,5900.0
Mokotów,164.0,4.0,apartamentowiec,biuro nieruchomości,14000.0
Ursynów,64.3,3.0,blok,biuro nieruchomości,4000.0
Śródmieście,71.65,2.0,kamienica,biuro nieruchomości,5960.0
Ochota,55.42,3.0,apartamentowiec,biuro nieruchomości,3500.0
Wilanów,268.0,4.0,apartamentowiec,biuro nieruchomości,17500.0
Mokotów,92.0,3.0,kamienica,biuro nieruchomości,7504.0
Mokotów,60.0,2.0,kamienica,biuro nieruchomości,2900.0
Śródmieście,70.0,3.0,apartamentowiec,biuro nieruchomości,6900.0
Wola,160.0,5.0,kamienica,biuro nieruchomości,25000.0
Mokotów,143.0,4.0,szeregowiec,biuro nieruchomości,17000.0
Wola,300.0,4.0,apartamentowiec,biuro nieruchomości,32100.0
Śródmieście,150.3,3.0,apartamentowiec,biuro nieruchomości,33000.0
Praga-Północ,55.0,3.0,kamienica,prywatny,4130.0
Białołęka,33.0,1.0,apartamentowiec,prywatny,2600.0
Wesoła,86.88,3.0,kamienica,prywatny,5700.0
Śródmieście,70.0,3.0,kamienica,biuro nieruchomości,7700.0
Śródmieście,170.0,4.0,kamienica,biuro nieruchomości,15001.0
Żoliborz,20.0,1.0,blok,biuro nieruchomości,3001.0
Wola,61.0,3.0,blok,biuro nieruchomości,3100.0
Śródmieście,186.0,4.0,kamienica,biuro nieruchomości,26000.0
Śródmieście,78.0,4.0,kamienica,biuro nieruchomości,8500.0
Żoliborz,90.0,3.0,apartamentowiec,biuro nieruchomości,7000.0
Mokotów,137.0,6.0,apartamentowiec,biuro nieruchomości,13000.0
Śródmieście,156.0,4.0,apartamentowiec,biuro nieruchomości,29950.0
Wilanów,268.28,4.0,apartamentowiec,biuro nieruchomości,17500.0
Śródmieście,78.0,3.0,kamienica,biuro nieruchomości,10000.0
Mokotów,230.0,5.0,kamienica,biuro nieruchomości,35000.0
Mokotów,60.0,2.0,kamienica,biuro nieruchomości,5000.0
Wilanów,268.0,4.0,apartamentowiec,biuro nieruchomości,17501.0
Ochota,45.0,3.0,blok,biuro nieruchomości,2900.0
Bielany,66.0,3.0,blok,biuro nieruchomości,3800.0
Śródmieście,46.0,2.0,blok,biuro nieruchomości,3800.0
Śródmieście,93.0,5.0,kamienica,biuro nieruchomości,10365.0
Wilanów,270.0,4.0,apartamentowiec,biuro nieruchomości,17500.0
Żoliborz,60.0,3.0,blok,prywatny,4600.0
Ursus,60.0,3.0,apartamentowiec,prywatny,4500.0
Mokotów,68.0,3.0,blok,prywatny,5196.0
Śródmieście,65.0,3.0,kamienica,biuro nieruchomości,4800.0
Mokotów,80.0,3.0,kamienica,biuro nieruchomości,8700.0
Mokotów,59.0,3.0,apartamentowiec,biuro nieruchomości,4900.0
Śródmieście,156.77,7.0,kamienica,biuro nieruchomości,12000.0
Mokotów,75.0,2.0,blok,biuro nieruchomości,5000.0
Śródmieście,30.0,2.0,blok,biuro nieruchomości,3200.0
Praga-Północ,90.57,4.0,kamienica,biuro nieruchomości,8500.0
Śródmieście,120.0,3.0,kamienica,biuro nieruchomości,20000.0
Mokotów,274.0,5.0,apartamentowiec,biuro nieruchomości,50000.0
Wilanów,55.39,3.0,apartamentowiec,biuro nieruchomości,6500.0
Mokotów,53.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Mokotów,43.0,2.0,apartamentowiec,biuro nieruchomości,3300.0
Bemowo,100.0,5.0,blok,biuro nieruchomości,8600.0
Śródmieście,100.0,3.0,apartamentowiec,biuro nieruchomości,10500.0
Praga-Północ,140.0,3.0,apartamentowiec,biuro nieruchomości,10000.0
Mokotów,96.0,3.0,kamienica,biuro nieruchomości,5000.0
Mokotów,95.5,4.0,kamienica,biuro nieruchomości,10000.0
Włochy,56.33,3.0,apartamentowiec,prywatny,5652.39
Wesoła,86.88,3.0,kamienica,prywatny,5700.0
Bielany,42.0,2.0,blok,prywatny,3300.0
Mokotów,123.5,3.0,apartamentowiec,biuro nieruchomości,13000.0
Śródmieście,65.0,2.0,blok,biuro nieruchomości,4950.0
Mokotów,40.99,3.0,blok,biuro nieruchomości,3000.0
Śródmieście,35.0,1.0,kamienica,biuro nieruchomości,3850.0
Wilanów,80.0,3.0,apartamentowiec,biuro nieruchomości,10000.0
Mokotów,66.0,2.0,apartamentowiec,biuro nieruchomości,5800.0
Targówek,32.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Wola,73.0,3.0,kamienica,biuro nieruchomości,5310.0
Ochota,31.0,1.0,blok,biuro nieruchomości,2400.0
Śródmieście,56.0,2.0,apartamentowiec,biuro nieruchomości,4800.0
Mokotów,65.0,3.0,blok,biuro nieruchomości,5600.0
Śródmieście,160.0,4.0,apartamentowiec,biuro nieruchomości,39000.0
Śródmieście,140.0,4.0,apartamentowiec,biuro nieruchomości,16000.0
Mokotów,180.0,4.0,apartamentowiec,biuro nieruchomości,17000.0
Śródmieście,150.0,4.0,apartamentowiec,biuro nieruchomości,17000.0
Śródmieście,120.0,3.0,apartamentowiec,biuro nieruchomości,10000.0
Praga-Południe,64.0,3.0,blok,biuro nieruchomości,3000.0
Mokotów,63.6,3.0,apartamentowiec,biuro nieruchomości,6350.0
Wilanów,68.0,2.0,apartamentowiec,biuro nieruchomości,5650.0
Wola,50.0,2.0,blok,biuro nieruchomości,3700.0
Mokotów,31.0,1.0,blok,prywatny,2650.0
Śródmieście,66.0,3.0,kamienica,biuro nieruchomości,7300.0
Mokotów,260.0,5.0,apartamentowiec,biuro nieruchomości,15000.0
Bemowo,40.0,1.0,blok,prywatny,3500.0
Bemowo,64.0,3.0,blok,prywatny,5000.0
Praga-Południe,175.0,6.0,blok,biuro nieruchomości,11750.0
Mokotów,80.0,3.0,blok,biuro nieruchomości,5900.0
Śródmieście,58.0,2.0,kamienica,biuro nieruchomości,4500.0
Wola,37.0,2.0,blok,biuro nieruchomości,3900.0
Wola,44.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Śródmieście,80.0,4.0,kamienica,biuro nieruchomości,5400.0
Bemowo,62.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Ochota,65.0,2.0,apartamentowiec,biuro nieruchomości,5150.0
Śródmieście,40.0,2.0,blok,biuro nieruchomości,3800.0
Wola,67.1,3.0,apartamentowiec,biuro nieruchomości,5650.0
Ochota,100.0,3.0,apartamentowiec,biuro nieruchomości,11000.0
Śródmieście,46.0,2.0,blok,biuro nieruchomości,2800.0
Mokotów,67.0,2.0,apartamentowiec,biuro nieruchomości,5300.0
Mokotów,74.0,2.0,apartamentowiec,biuro nieruchomości,5700.0
Ochota,70.0,2.0,blok,biuro nieruchomości,6500.0
Śródmieście,30.0,1.0,kamienica,biuro nieruchomości,2300.0
Ochota,52.0,2.0,apartamentowiec,biuro nieruchomości,3850.0
Bielany,45.0,2.0,blok,prywatny,3792.0
Bemowo,30.0,2.0,blok,prywatny,3489.0
Wola,54.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Ochota,52.0,2.0,apartamentowiec,biuro nieruchomości,3850.0
Wola,67.0,2.0,blok,prywatny,4500.0
Mokotów,94.0,3.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,44.47,2.0,blok,biuro nieruchomości,2600.0
Praga-Północ,32.5,1.0,blok,biuro nieruchomości,2600.0
Praga-Południe,60.0,2.0,dom wolnostojący,biuro nieruchomości,3500.0
Śródmieście,57.0,2.0,apartamentowiec,biuro nieruchomości,4440.0
Mokotów,124.0,3.0,apartamentowiec,biuro nieruchomości,16300.0
Mokotów,160.0,4.0,apartamentowiec,biuro nieruchomości,13000.0
Bemowo,44.0,2.0,apartamentowiec,biuro nieruchomości,3050.0
Śródmieście,58.0,2.0,apartamentowiec,biuro nieruchomości,4050.0
Białołęka,44.25,2.0,blok,biuro nieruchomości,2200.0
Wola,53.9,3.0,blok,biuro nieruchomości,3300.0
Mokotów,69.0,3.0,blok,biuro nieruchomości,4000.0
Śródmieście,46.0,2.0,blok,biuro nieruchomości,6800.0
Włochy,50.3,2.0,blok,biuro nieruchomości,3300.0
Wola,42.0,2.0,blok,biuro nieruchomości,3800.0
Praga-Południe,26.0,1.0,blok,biuro nieruchomości,1900.0
Śródmieście,80.0,3.0,apartamentowiec,biuro nieruchomości,7000.0
Wola,37.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Praga-Południe,45.0,2.0,blok,biuro nieruchomości,3900.0
Mokotów,30.0,2.0,blok,prywatny,3300.0
Wola,50.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Ursynów,69.0,3.0,blok,biuro nieruchomości,2200.0
Mokotów,50.5,2.0,blok,biuro nieruchomości,2700.0
Śródmieście,100.0,3.0,apartamentowiec,biuro nieruchomości,14000.0
Praga-Południe,45.0,2.0,blok,biuro nieruchomości,2950.0
Praga-Północ,50.0,2.0,apartamentowiec,biuro nieruchomości,3900.0
Mokotów,41.8,2.0,blok,biuro nieruchomości,3400.0
Śródmieście,100.0,3.0,apartamentowiec,biuro nieruchomości,12000.0
Wola,118.0,4.0,apartamentowiec,biuro nieruchomości,16000.0
Mokotów,31.44,1.0,blok,biuro nieruchomości,2650.0
Praga-Południe,35.0,1.0,apartamentowiec,biuro nieruchomości,2100.0
Mokotów,24.0,2.0,kamienica,biuro nieruchomości,2400.0
Mokotów,60.0,2.0,apartamentowiec,biuro nieruchomości,6000.0
Bemowo,62.0,3.0,apartamentowiec,biuro nieruchomości,2500.0
Praga-Południe,37.0,2.0,blok,biuro nieruchomości,2200.0
Śródmieście,25.0,1.0,apartamentowiec,biuro nieruchomości,2500.0
Mokotów,82.0,3.0,kamienica,biuro nieruchomości,5151.0
Wola,59.0,2.0,apartamentowiec,biuro nieruchomości,6000.0
Wilanów,34.0,2.0,blok,prywatny,3780.0
Żoliborz,32.0,1.0,apartamentowiec,prywatny,3500.0
